DIRECTORIO;TIP_FOR;P1;P1S1;P2;P2S1;P5;CTL_1;P8R;P9;P10R;P11R;P12;P13;P15R;P16S1;P16S2;P16S3;P16S4;P16S5;P16S6;P16S7;P16S8;P16S9;P17;P17S1;P17S2;P17S3;P17S4;P17S5;P17S6;P17S7;P17S8;P17S9;P17S10;P18;P19;P20;P20S1;P20S2;P20S3;P20S4;P20S5;P20S1A1;P20S2A1;P20S3A1;P20S4A1;P20S5A1;P21R;P22;P23;P23S1R;P24;P25;P26;P26S1;P26S2;P26S3;P26S4;P26S5;P26S6;P26_1;P26_2S1;P26_2S2;P26_2S3;P26_2S4;P26_2S5;P26_2S6;P26_2S7;P26_2S8;P27;P28R;P29;P30;P30S1;P30S2;P30S3;P30S4;P30S5;P30S6;P30S7;P30S8;P30S9;P30S1A1;P30S2A1;P30S3A1;P30S4A1;P30S5A1;P30S6A1;P30S7A1;P30S8A1;P30S9A1;P30_1;P30_2;P31;P32;P32S1;P32S2;P32S3;P32S4;P32S5;P32S6;P32S7;P32S8;P33;P33S1;P33S2;P33S3;P33S4;P33S5;P33S6;P33_1;P33_2;P33_2S1;P33_2S2;P33_2S3;P33_2S4;P33_2S5;P34;P35;P36R;P37S1;P37S2;P37S3;P37S4;P37S5;P37S6;P37S7;COMPLETA
111705;2;76;76001;1;09;1;1;25;1;3;1;1;1;1;4;4;3;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;5;;2;5;1;;1;2;2;2;2;2;1;1;;;;;;;;1;3;8;;1;2;1;2;1;2;1;2;2;15;;17;;18;;18;;;7;;2;;;;;;;;;;;1;1;1;2;2;2;1;;1;2;2;1;1;2;;;;;;;;;;1
111706;2;76;76001;1;03;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;38;1;;;;;;;1
111707;2;76;76001;1;09;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;54;;1;;;1;;;1
111708;2;76;76001;1;09;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;35;1;;;;;;;1
111709;2;76;76001;1;09;1;1;26;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;4;7;1;;2;2;2;2;2;2;;;;;;;;;;1;3;5;;1;2;1;2;2;1;1;2;2;12;;12;;;16;18;;;7;;1;1;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
111710;2;76;76001;1;03;1;1;62;1;3;2;1;2;2;4;4;3;3;3;4;4;4;3;2;;;;;;;;;;;;;;1;2;2;2;2;1;;;;;1;1;;14;4;9;;2;1;1;2;2;2;2;;;1;;;;;;1;3;5;;2;2;2;2;2;1;2;2;2;;;;;;30;;;;6;2;1;2;;;;;;;;1;;2;2;1;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
111711;2;76;76001;1;03;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;23;1;;;;;;;1
111712;1;76;76001;1;03;2;1;74;1;3;2;1;2;1;2;3;3;3;3;3;4;3;3;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;2;6;;20;5;9;;2;2;2;2;1;2;5;;1;1;1;;;1;1;1;2;9;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
111713;2;76;76001;1;09;1;1;44;1;3;1;1;1;2;4;4;4;4;4;3;4;4;4;1;;;;;;1;;;;;11;;;2;2;2;2;2;;;;;;2;7;;15;1;9;;2;2;2;2;2;2;;;;;;;;;;1;3;5;;1;2;1;2;1;1;2;2;2;12;;12;;13;13;;;;6;1;2;;;;;;;;;;;2;2;2;2;2;2;2;;1;2;2;1;1;1;;;;;;;;;;1
111714;2;76;76001;1;09;1;1;37;1;3;1;1;1;1;4;4;3;3;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;10;5;1;;2;2;2;2;2;2;;;;;;;;;;1;2;5;;1;2;1;2;1;1;2;2;2;22;;22;;22;22;;;;6;1;2;;;;;;;;;;;2;2;1;2;2;2;1;;2;2;1;2;2;1;;;;;;;;;;1
111715;2;76;76001;1;03;1;1;38;1;3;2;1;3;2;4;4;4;4;4;4;4;4;4;1;;;;;;1;;;;;11;;;2;2;2;2;2;;;;;;2;7;;25;2;1;;2;2;2;1;2;2;4;;1;1;1;1;;1;1;1;3;1;;1;2;1;1;1;1;2;1;2;14;;13;13;13;13;;35;;4;;1;1;;;;;;;;;;1;2;2;2;2;2;1;;2;2;2;2;1;1;;;;;;;;;;1
111716;1;76;76001;1;03;1;1;40;1;3;1;1;1;2;4;4;3;4;4;4;4;4;4;1;1;;;;;;;;;;1;1;;2;2;2;2;2;;;;;;1;4;;6;1;5;;1;2;2;1;2;2;4;;1;1;1;;;;;1;3;9;;2;1;2;2;1;1;2;1;2;;16;;;17;18;;20;;8;;1;1;;;;;;;;;;2;2;1;2;1;2;1;;1;2;2;1;1;1;;;;;;;;;;1
111717;2;76;76001;1;03;1;1;31;1;3;2;1;1;1;4;4;3;4;4;4;4;4;4;1;;;;;;;;;;1;3;1;;2;2;2;2;2;;;;;;2;1;;15;1;7;;2;2;2;2;2;2;;;;;;;;;;1;5;5;;1;2;2;2;2;1;2;2;2;19;;;;;19;;;;6;1;2;;;;;;;;;;;1;1;1;2;2;2;2;;1;2;2;2;1;1;;;;;;;;;;1
111718;2;76;76001;1;03;2;1;31;1;3;1;1;1;2;3;4;3;4;4;4;4;4;4;1;;;;;;;1;;;;11;;;2;2;2;1;1;;;;1;2;1;7;;7;1;1;;1;2;1;2;2;2;3;;1;;;;;;1;1;2;5;;1;1;1;2;1;1;2;2;2;16;18;14;;21;24;;;;6;1;1;1;;;;;;;;;;1;1;2;1;1;2;1;;2;2;2;1;1;3;;;;;;;;;;1
111719;1;76;76001;1;03;1;1;36;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;22;7;9;;2;2;2;2;2;2;;;;;;;;;;1;6;7;;1;1;2;2;2;1;2;2;2;25;25;;;;25;;;;6;1;2;;;;;;;;;;;2;2;2;2;2;2;1;;1;1;1;1;1;1;;;;;;;;;;1
111720;2;76;76001;1;09;1;1;22;1;3;1;1;1;2;4;4;4;4;4;4;4;4;2;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;6;1;1;;1;2;1;2;2;2;1;;1;1;;;;;;1;4;6;;1;2;2;2;2;1;1;2;2;15;;;;;16;16;;;6;1;1;1;;;;;;;;;;2;2;2;1;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
111721;2;76;76001;1;09;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;49;1;;;;;;;1
111722;1;76;76001;1;03;1;1;35;1;3;2;1;1;2;4;4;4;4;2;4;3;4;4;1;;;;;;1;;;;;11;;;2;2;2;2;2;;;;;;2;7;;5;4;9;;2;2;2;2;2;2;;;;;;;;;;1;3;4;;1;1;1;1;1;1;2;1;1;14;14;14;14;14;14;;14;14;6;1;2;;;;;;;;;;;1;2;1;2;2;2;1;;1;2;1;1;1;1;;;;;;;;;;1
111723;1;76;76001;1;03;1;1;46;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;1;;;;;;;;;;1;10;;;1;1;2;1;1;2;2;;2;2;1;2;;2;1;1;;1;2;2;2;2;2;1;;1;;;;;;;1;2;9;;2;2;2;2;2;1;2;2;2;;;;;;20;;;;6;3;1;1;;;;;;;;;;2;2;1;2;2;2;2;;1;1;1;1;1;1;;;;;;;;;;1
111724;2;76;76001;1;09;1;1;39;1;3;1;1;1;2;3;4;4;3;4;4;4;4;4;1;;;;;;;;;1;;2;1;;2;2;2;1;2;;;;1;;1;1;;25;1;1;;1;2;2;2;2;2;1;;1;;;;;;;1;3;1;;2;2;2;2;2;1;2;2;2;;;;;;14;;;;6;1;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
111725;2;76;76001;1;09;1;1;26;1;3;1;1;2;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;4;;0;2;9;;2;2;2;2;2;2;;;;;;;;;;1;4;6;;1;2;2;2;2;1;2;2;2;24;;;;;22;;;;6;1;1;2;;;;;;;1;;;2;2;2;2;1;2;1;;1;2;1;1;1;5;;;;;;;;;;1
111726;1;76;76001;1;03;1;1;56;1;5;2;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;5;9;9;;2;2;2;2;2;2;;;;;;;;;;1;3;5;;1;2;1;2;2;1;2;2;2;13;;18;;;50;;;;6;1;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
111727;2;76;76001;1;03;1;1;53;1;3;1;1;2;1;4;4;3;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;20;1;9;;2;2;2;1;2;2;4;;1;1;1;1;1;1;1;1;4;1;;2;2;1;2;2;1;2;2;2;;;14;;;20;;;;3;;1;1;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
111728;1;76;76001;1;03;1;1;41;2;3;1;1;2;2;2;3;4;4;4;3;4;2;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;2;;37;2;3;;2;2;2;2;1;2;5;;1;;;;;;;2;13;9;;2;2;2;1;2;2;2;2;2;;;;8;;;;;;4;;2;;;;;;;;;;;2;2;2;2;2;2;2;;1;2;2;1;1;1;;;;;;;;;;1
111729;1;76;76001;1;03;1;1;28;2;2;1;1;2;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;2;1;;15;1;1;;2;2;2;1;2;2;4;1;;1;;;;;;1;2;1;;1;2;1;2;2;2;2;2;2;13;;13;;;;;;;3;;1;1;;;;;;;;;;2;2;1;2;2;2;2;;2;2;2;2;2;3;;;;;;;;;;1
111730;2;76;76001;1;09;1;1;28;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;11;;2;1;2;;1;2;2;2;2;2;1;1;1;;;;1;;1;1;3;5;;1;2;1;2;2;1;1;2;2;17;;14;;;19;18;;;7;;1;2;;;1;;;;;;;2;2;2;2;2;2;1;;1;2;2;2;2;1;;;;;;;;;;1
111731;1;76;76001;1;03;2;1;40;1;5;2;1;1;1;4;4;3;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;22;2;5;;2;2;2;1;2;2;4;;1;1;1;1;1;1;1;1;3;1;;1;2;1;2;2;2;2;1;1;18;;18;;;;;20;27;3;;1;1;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
111732;1;76;76001;1;03;1;1;50;1;3;1;1;2;2;4;4;2;3;4;4;4;4;4;1;;;;;;1;;;;;2;1;;2;2;2;2;2;;;;;;1;7;;15;1;3;;2;2;1;2;2;2;3;1;1;1;;;;;;1;3;9;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;;;;;;;;;;2;2;1;1;1;2;1;;1;2;1;1;1;1;;;;;;;;;;1
111733;1;76;76001;1;03;1;1;29;1;3;2;1;1;2;4;3;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;2;9;;28;2;9;;2;2;2;2;2;2;;;;;;;;;;2;2;5;;1;1;1;2;2;1;2;2;2;15;8;8;;;8;;;;3;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;1;2;2;2;1;;;;;;;;;;1
111734;2;76;76001;1;09;1;1;21;1;3;1;1;1;2;3;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;0;1;2;;2;2;2;2;2;2;;;;;;;;;;1;3;1;;2;2;2;2;2;1;1;2;2;;;;;;17;18;;;7;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
111735;2;76;76001;1;09;1;1;57;1;3;1;1;1;2;4;4;4;4;4;4;2;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;11;;20;11;6;;1;2;2;2;2;2;1;1;1;;;;;;;1;4;9;;1;2;1;2;2;1;2;2;2;16;;18;;;18;;;;6;1;2;;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
111736;2;76;76001;1;09;1;1;52;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;1;;;;;;;;;;1;11;;;2;2;2;2;2;;;;;;1;5;;32;1;1;;2;2;2;2;2;2;;;;;;;;;;1;2;5;;1;2;1;2;2;1;2;2;2;17;;17;;;17;;;;1;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
111737;1;76;76001;1;03;1;1;30;1;3;2;1;3;2;2;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;2;2;;11;7;3;;1;2;1;2;2;2;3;;1;1;1;1;1;1;1;1;3;5;;1;2;2;2;2;1;2;2;2;12;;;;;13;;;;1;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
111738;2;76;76001;1;03;1;1;35;2;3;1;1;2;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;5;1;1;;2;2;2;2;2;2;;;;;;;;;;1;3;5;;2;2;2;2;2;1;2;2;2;;;;;;6;;;;6;1;1;1;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
111742;1;76;76001;1;03;1;1;36;1;3;2;1;1;2;4;4;4;4;4;4;4;4;3;1;;1;;;;;;1;;;1;1;;2;2;2;2;2;;;;;;1;1;;1;1;9;;2;2;2;1;1;2;4;;1;;;;;1;1;1;3;1;;1;1;1;1;1;1;2;1;1;12;12;12;12;12;12;;12;12;6;1;1;1;;;;;;;;;;2;2;1;2;2;2;1;;2;2;1;2;1;1;;;;;;;;;;1
111744;2;76;76001;1;03;1;1;35;1;3;1;1;1;2;4;4;3;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;2;11;;1;11;8;;2;1;2;2;2;2;2;1;1;;;1;;;;1;4;5;;1;1;1;1;2;1;2;2;1;16;16;16;20;;24;;;24;9;;1;2;1;;;;;;;;;1;2;1;1;2;2;1;;1;2;2;1;2;1;;;;;;;;;;2
111745;2;76;76001;1;09;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;52;1;;1;;;;;1
111746;2;76;76001;1;03;1;1;52;1;3;2;1;1;1;4;4;3;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;2;11;;0;11;9;;2;2;2;2;2;2;;;;;;;;;;2;13;9;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;5;;;;;;;;;;2
111747;2;76;76001;1;09;1;1;32;1;3;2;1;1;1;4;4;3;4;4;4;4;4;4;1;;1;;;;;;;;;3;1;;2;2;2;2;1;;;;;2;1;11;;4;6;1;;2;2;1;2;2;2;3;;1;;1;1;;1;1;1;4;7;;1;2;1;2;1;1;1;1;2;14;;12;;16;30;20;13;;7;;1;1;;;;;;;;;;2;1;1;2;2;2;1;;1;2;1;2;2;1;;;;;;;;;;1
111748;2;76;76001;1;03;1;1;25;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
111749;1;76;76001;1;03;1;1;39;1;2;1;1;1;2;4;4;4;4;2;4;4;4;2;1;;;;;;1;;;;;2;1;;1;2;2;2;2;1;;;;;1;7;;12;4;1;;1;2;2;2;2;2;1;1;1;;;;;;;1;3;5;;1;2;2;2;2;1;2;2;2;15;;;;;26;;;;6;1;2;;;;;;;;;;;1;2;1;2;2;2;1;;1;2;2;2;1;1;;;;;;;;;;1
111750;2;76;76001;1;09;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;30;1;;;;;;;1
111751;1;76;76001;1;02;1;1;39;1;3;1;1;1;2;4;4;4;3;4;3;4;4;4;1;;1;;;;;;;;;4;;;2;2;2;2;2;;;;;;1;1;;0;4;9;;2;2;2;2;2;2;;;;;;;;;;1;4;4;;1;2;1;2;1;1;2;1;1;14;;16;;18;24;;16;20;9;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
111752;2;76;76001;1;03;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;24;;;;;1;;;1
111753;1;76;76001;1;03;1;1;63;1;3;2;1;2;2;4;4;4;4;4;4;4;4;2;1;;;;;1;;;;;1;2;1;;1;2;2;1;2;2;;;2;;1;1;;30;1;9;;2;2;2;2;2;2;;;;;;;;;;1;2;1;;2;2;1;2;2;1;2;2;2;;;32;;;30;;;;6;2;2;;;;;;;;;;;2;2;1;2;1;2;2;;1;1;2;2;1;1;;;;;;;;;;1
111754;2;76;76001;1;09;1;1;37;1;3;1;1;1;1;4;4;4;4;4;4;4;4;4;1;;;;;;;;1;;;10;;;2;2;2;2;2;;;;;;2;3;;4;7;1;;2;2;2;2;2;2;;;;;;;;;;1;3;5;;1;2;1;2;2;1;1;2;2;29;;23;;;33;33;;;7;;2;;;;;;;;;;;2;2;2;1;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
111755;1;76;76001;1;03;1;1;38;2;3;1;1;1;1;3;4;4;3;3;3;4;4;4;1;1;;;;;;;;;;11;;;1;2;2;1;2;2;;;2;;1;7;;12;7;6;;2;1;2;1;2;2;4;;1;;;;;;1;1;3;5;;2;2;2;1;2;2;2;2;2;;;;23;;;;;;4;;1;1;;;;;;;;;;2;2;2;2;1;2;2;;1;2;2;1;1;1;;;;;;;;;;1
111756;2;76;76001;1;09;1;1;25;2;3;2;1;1;1;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;10;4;9;;2;2;2;2;2;2;;;;;;;;;;1;4;8;;2;2;1;2;1;1;2;2;2;;;16;;20;18;;;;3;;2;;;;;;;;;;;1;1;1;2;2;2;1;;1;2;1;1;1;1;;;;;;;;;;1
111757;2;76;76001;1;03;1;1;66;1;3;1;1;1;1;4;4;3;2;4;4;4;4;4;1;;;;;;;;;1;;10;;;2;2;2;2;2;;;;;;1;5;;38;2;3;;2;2;2;2;2;2;;;;;;;;;;1;6;1;;2;2;2;2;2;1;2;2;2;;;;;;57;;;;6;2;1;2;;;;;;;1;;;2;2;2;2;2;2;1;;2;2;2;2;1;1;;;;;;;;;;1
111758;1;76;76001;1;03;1;1;59;2;3;1;1;1;2;4;4;2;3;4;3;4;4;3;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;5;;10;4;9;;2;2;1;2;2;2;3;;1;;;;;1;1;1;3;5;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
111759;2;76;76001;1;09;1;1;27;1;3;1;1;2;1;4;4;4;4;4;4;4;4;4;1;;;1;;;;;;;;1;1;;2;2;2;2;2;;;;;;1;1;;0;1;1;;1;2;2;1;2;2;1;1;;;;;;;;1;4;5;;1;1;1;1;1;1;1;1;2;17;10;15;18;10;22;22;19;;7;;2;;;;;;;;;;;1;2;1;2;2;2;1;;2;2;2;2;1;1;;;;;;;;;;1
111760;2;76;76001;1;03;1;1;25;1;6;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;13;1;3;;2;2;2;2;1;2;5;;1;1;;;;1;1;1;3;5;;1;2;2;2;2;1;1;1;2;9;;;;;15;16;15;;7;;2;;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
111761;2;76;76001;1;09;1;1;20;1;3;2;1;1;2;4;4;4;4;4;4;4;4;3;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;11;;5;11;1;;2;2;2;2;2;2;;;;;;;;;;1;4;5;;1;1;1;2;2;1;2;2;2;16;13;18;;;20;;;;6;1;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
111762;1;76;76001;1;03;1;1;60;1;3;2;1;2;2;4;4;2;4;4;4;4;4;4;1;;;;;;1;;;;;2;1;;2;2;2;2;2;;;;;;1;1;;10;1;3;;2;2;1;2;2;2;3;1;;1;;;;;;1;2;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;;;;;;;;;;2;2;2;2;2;2;1;;1;2;1;2;1;1;;;;;;;;;;1
111763;2;76;76001;1;03;1;1;62;1;3;2;1;1;1;4;4;3;4;4;4;4;4;4;1;;;;;;;;;;1;9;;;2;2;2;2;2;;;;;;2;1;;45;2;9;;2;2;2;2;2;2;;;;;;;;;;1;5;2;;1;2;2;2;2;1;2;1;1;17;;;;;28;;18;34;6;3;1;2;;;;;;;;1;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
111764;2;76;76001;1;09;1;1;21;1;6;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;10;1;9;;2;2;2;2;2;2;;;;;;;;;;2;2;1;;2;2;2;1;1;1;1;2;2;;;;13;13;13;14;;;7;;2;;;;;;;;;;;1;2;1;1;1;2;1;;2;2;2;2;1;1;;;;;;;;;;1
111765;1;76;76001;1;03;1;1;44;1;5;2;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;2;2;;29;2;9;;2;2;2;2;2;2;;;;;;;;;;1;3;5;;1;1;1;2;2;1;2;2;2;13;13;13;;;13;;;;6;1;1;2;;;;;;;1;;;2;1;1;2;1;2;2;;1;2;2;2;2;1;;;;;;;;;;1
111766;2;76;76001;1;09;1;1;23;1;3;1;1;1;2;4;4;3;4;3;3;4;4;3;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;1;1;1;;1;2;2;2;2;2;1;;1;;;;;;;1;2;1;;1;1;1;2;1;1;2;1;2;13;23;13;;14;23;;13;;6;1;2;;;;;;;;;;;2;2;1;2;2;2;2;;2;2;2;1;2;1;;;;;;;;;;1
111767;1;05;05001;1;10;2;1;55;1;3;2;1;3;2;4;4;2;3;4;3;4;4;4;1;;;;;;;;;;1;3;1;;2;2;2;2;2;;;;;;1;10;;12;1;6;;2;2;1;2;1;2;3;;1;1;1;;;1;1;1;2;5;;1;1;1;2;2;1;2;2;2;16;16;16;;;16;;;;6;3;1;1;;;;;;;;;;1;2;2;2;2;2;2;;2;2;2;2;1;1;;;;;;;;;;1
111768;2;76;76001;1;03;1;1;40;2;5;1;1;1;2;4;4;4;4;4;4;4;4;4;1;;;;;;;;;1;;10;;;2;2;2;2;2;;;;;;1;2;;19;1;9;;2;2;2;2;2;2;;;;;;;;;;1;4;8;;2;1;1;2;1;1;2;1;2;;15;21;;21;21;;21;;6;1;2;;;;;;;;;;;1;2;1;1;2;2;1;;1;2;2;1;1;1;;;;;;;;;;1
111769;1;76;76001;1;03;2;1;60;1;3;2;1;3;2;4;4;3;4;4;4;4;4;4;1;;;;;;1;;;;;8;;;2;2;2;2;2;;;;;;1;6;;1;10;6;;2;2;2;1;2;2;4;;1;1;1;;;1;1;1;2;9;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
111770;2;76;76001;1;09;1;1;41;1;3;2;1;1;2;4;4;4;4;4;4;4;4;4;1;;;;;;;;;1;;11;;;2;2;2;2;2;;;;;;1;1;;12;1;9;;2;2;2;2;2;2;;;;;;;;;;1;2;5;;2;2;2;2;2;1;2;2;2;;;;;;20;;;;6;1;2;;;;;;;;;;;2;2;2;1;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
111771;1;76;76001;1;03;2;1;43;1;3;2;1;3;2;4;4;4;4;4;4;4;4;4;1;;1;;;;1;;;;;4;;;2;2;2;2;2;;;;;;1;1;;10;5;9;;2;2;2;1;2;2;4;;1;1;1;1;1;1;1;1;3;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;;;;;;;;;;1;2;1;1;1;2;1;;1;2;2;2;2;1;;;;;;;;;;1
111772;2;76;76001;1;09;1;1;28;1;3;2;1;1;2;4;4;4;3;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;2;1;1;;2;2;2;2;2;2;;;;;;;;;;1;3;9;;1;1;1;2;1;1;1;1;2;13;13;9;;12;12;14;12;;7;;2;;;;;;;;;;;1;2;1;1;2;2;2;;1;2;2;2;1;1;;;;;;;;;;1
111773;1;76;76001;1;03;3;1;32;2;3;1;1;2;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;11;;1;7;6;;2;2;2;1;2;2;4;1;1;;1;1;1;1;1;1;3;9;;1;2;2;2;2;2;2;2;2;14;;;;;;;;;1;;1;1;;;;;;;;;;2;1;1;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
111774;2;76;76001;1;09;1;1;21;1;3;1;1;1;2;4;4;4;4;4;1;4;4;4;1;;;;;1;1;;;;;11;;;2;2;2;2;2;;;;;;1;1;;5;1;1;;1;2;2;2;2;2;1;1;1;;;;;;;2;2;5;;1;2;1;2;2;1;1;2;2;14;;13;;;14;14;;;7;;2;;;;;;;;;;;2;2;1;2;2;2;1;;1;2;2;2;2;1;;;;;;;;;;1
